movie_title,imdb_score,duration,color,title_year,Genre_1,language,country,gross,budget,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,ProfitTurnover,AdjustedGross,AdjustedBudget,Language,Country,TotalFacebooklikes,TitleLength,Generation
Crocodile Dundee ,6.5,93,Color,1986,Adventure,English,Australia,174635000,8800000,4,93,442,162,0,18.844886363636363,174.635,8.8,English,Non-US,701,17,Millenium
Awake ,6.5,84,Color,2007,Crime,English,USA,14373825,8600000,8,896,4000,922,0,0.671375,14.373825,8.6,English,USA,5826,6,Boomletes
Skin Trade ,5.7,96,Color,2014,Action,English,Thailand,162,9000000,3,305,2000,368,0,-0.999982,1.62e-4,9,English,Non-US,2676,11,Boomletes
Crazy Heart ,7.3,112,Color,2009,Drama,English,USA,39462438,7000000,108,175,12000,628,0,4.637491142857143,39.462438,7,English,USA,12911,12,Boomletes
The Rose ,6.9,125,Color,1979,Drama,English,USA,29200000,8500000,43,122,563,236,1000,2.4352941176470586,29.2,8.5,English,USA,1964,9,Generation X
Baggage Claim ,5,96,Color,2013,Comedy,English,USA,21564616,8500000,68,1000,3000,1000,0,1.5370136470588236,21.564616,8.5,English,USA,5068,14,Boomletes
Election ,7.3,103,Color,1999,Comedy,English,USA,14879556,8000000,729,133,2000,841,0,0.8599445,14.879556,8,English,USA,3703,9,Millenium
The DUFF ,6.5,101,Color,2015,Comedy,English,USA,34017854,8500000,17,429,35000,966,8000,3.0021004705882355,34.017854,8.5,English,USA,44412,9,Boomletes
Glitter ,2.1,104,Color,2001,Drama,English,USA,4273372,22000000,170,202,736,218,0,-0.8057558181818182,4.273372,22,English,USA,1326,8,Boomletes
Bright Star ,7,119,Color,2009,Biography,English,UK,4440055,8500000,319,179,2000,552,0,-0.4776405882352941,4.440055,8.5,English,Non-US,3050,12,Boomletes
My Name Is Khan ,8,128,Color,2010,Adventure,Hindi,India,4018695,12000000,160,81,8000,327,27000,-0.66510875,4.018695,12,Non-English,Non-US,35568,16,Boomletes
Footloose ,6.5,107,Color,1984,Drama,English,USA,80000000,8200000,71,304,967,455,0,8.75609756097561,80,8.2,English,USA,1797,10,Millenium
Limbo ,7.1,126,Color,1999,Adventure,English,USA,1997807,8000000,407,39,638,107,196,-0.750274125,1.9978070000000001,8,English,USA,1387,6,Millenium
The Karate Kid ,7.2,126,Color,1984,Action,English,USA,90800000,8000000,80,225,668,641,0,10.35,90.8,8,English,USA,1614,15,Millenium
Repo! The Genetic Opera ,6.7,150,Color,2008,Horror,English,USA,140244,8500000,163,636,2000,716,8000,-0.9835007058823529,0.140244,8.5,English,USA,11515,24,Boomletes
Pulp Fiction ,8.9,178,Color,1994,Crime,English,USA,107930000,8000000,16000,857,13000,902,45000,12.49125,107.93,8,English,USA,75759,13,Millenium
Nightcrawler ,7.9,117,Color,2014,Crime,English,USA,32279955,8500000,66,85,15000,241,65000,2.797641764705882,32.279955,8.5,English,USA,80392,13,Boomletes
Club Dread ,5.6,119,Color,2004,Comedy,English,USA,4992159,8550000,422,422,861,499,713,-0.41612175438596494,4.992159,8.55,English,USA,2917,11,Boomletes
The Sound of Music ,8,174,Color,1965,Biography,English,USA,163214286,8200000,338,195,354,209,15000,18.904181219512196,163.214286,8.2,English,USA,16096,19,Generation X
Splash ,6.2,111,Color,1984,Comedy,English,USA,69800000,8000000,2000,51,15000,161,0,7.725,69.8,8,English,USA,17212,7,Millenium
Little Miss Sunshine ,7.9,101,Color,2006,Comedy,English,USA,59889948,8000000,36,27,7000,150,15000,6.4862435,59.889948,8,English,USA,22213,21,Boomletes
Stand by Me ,8.1,89,Color,1986,Adventure,English,USA,52287414,8000000,0,107,217,107,24000,5.53592675,52.287414,8,English,USA,24431,12,Millenium
28 Days Later... ,7.6,113,Color,2002,Drama,English,UK,45063889,8000000,0,27,133,32,11000,4.632986125,45.063889,8,English,Non-US,11192,17,Boomletes
You Got Served ,3.5,95,Color,2004,Drama,English,USA,40066497,8000000,548,360,389,363,0,4.008312125,40.066497,8,English,USA,1660,15,Boomletes
Escape from Alcatraz ,7.6,112,Color,1979,Biography,English,USA,36500000,8000000,152,459,16000,466,0,3.5625,36.5,8,English,USA,17077,21,Generation X
Brown Sugar ,6.5,109,Color,2002,Comedy,English,USA,27362712,8000000,44,458,1000,886,0,2.420339,27.362712,8,English,USA,2388,12,Boomletes
A Thin Line Between Love and Hate ,5.6,108,Color,1996,Comedy,English,USA,34746109,8000000,0,388,585,434,559,3.343263625,34.746109,8,English,USA,1966,34,Millenium
50/50 ,7.7,100,Color,2011,Comedy,English,USA,34963967,8000000,129,3000,23000,10000,40000,3.370495875,34.963967,8,English,USA,76129,6,Boomletes
Shutter ,5.2,90,Color,2008,Horror,English,USA,25926543,8000000,5,297,449,332,0,2.240817875,25.926543,8,English,USA,1083,8,Boomletes
That Awkward Moment ,6.1,94,Color,2014,Comedy,English,USA,26049082,8000000,19,117,363,342,0,2.25613525,26.049082,8,English,USA,841,20,Boomletes
Much Ado About Nothing ,7.4,111,Color,1993,Comedy,English,UK,22551000,8000000,0,591,18000,18000,0,1.818875,22.551,8,English,Non-US,36591,23,Millenium
On Her Majesty's Secret Service ,6.8,142,Color,1969,Action,English,UK,22800000,7000000,13,244,803,314,0,2.257142857142857,22.8,7,English,Non-US,1374,32,Generation X
New Nightmare ,6.4,107,Color,1994,Fantasy,English,USA,18090181,8000000,0,112,969,449,0,1.261272625,18.090181,8,English,USA,1530,14,Millenium
Drive Me Crazy ,5.7,91,Color,1999,Comedy,English,USA,17843379,8000000,13,292,452,442,0,1.230422375,17.843379,8,English,USA,1199,15,Millenium
Half Baked ,6.7,82,Color,1998,Comedy,English,USA,17278980,8000000,33,475,744,503,0,1.1598725,17.27898,8,English,USA,1755,11,Millenium
New in Town ,5.6,97,Color,2009,Comedy,English,USA,16699684,8000000,3,631,24000,827,0,1.0874605,16.699684,8,English,USA,25461,12,Boomletes
Syriana ,7,128,Color,2005,Drama,English,USA,50815288,50000000,79,414,13000,903,0,0.01630576,50.815288,50,English,USA,14396,8,Boomletes
American Psycho ,7.6,102,Color,2000,Crime,English,USA,15047419,7000000,126,517,23000,1000,18000,1.1496312857142856,15.047419,7,English,USA,42643,16,Millenium
The Good Girl ,6.5,93,Color,2002,Drama,English,USA,14015786,5000000,44,596,15000,11000,938,1.8031572,14.015786,5,English,USA,27578,14,Boomletes
The Boondock Saints II: All Saints Day ,6.3,138,Color,2009,Action,English,USA,10269307,8000000,78,968,12000,3000,0,0.283663375,10.269307,8,English,USA,16046,39,Boomletes
Enough Said ,7.1,93,Color,2013,Comedy,English,USA,17536788,8000000,132,216,434,265,12000,1.1920985,17.536788,8,English,USA,13047,12,Boomletes
Easy A ,7.1,92,Color,2010,Comedy,English,USA,58401464,8000000,87,424,15000,1000,19000,6.300183,58.401464,8,English,USA,35511,7,Boomletes
Shadow of the Vampire ,6.9,92,Black and White,2000,Drama,English,UK,8279017,8000000,54,306,776,595,0,0.034877125,8.279017,8,English,Non-US,1731,22,Millenium
Prom ,5.4,104,Color,2011,Comedy,English,USA,10106233,8000000,18,741,1000,962,0,0.263279125,10.106233,8,English,USA,2721,5,Boomletes
Held Up ,5.1,89,Color,1999,Comedy,English,USA,4692814,8000000,15,660,883,826,77,-0.41339825,4.692814,8,English,USA,2461,8,Millenium
Woman on Top ,5.3,92,Color,2000,Comedy,English,USA,5018450,8000000,26,417,1000,905,859,-0.37269375,5.01845,8,English,USA,3207,13,Millenium
Anomalisa ,7.3,90,Color,2015,Animation,English,USA,3442820,8000000,26,0,1000,442,0,-0.5696475,3.44282,8,English,USA,1468,10,Boomletes
Another Year ,7.3,129,Color,2010,Comedy,English,UK,3205244,10000000,608,386,1000,579,0,-0.6794756,3.205244,10,English,Non-US,2573,13,Boomletes
8 Women ,7.1,111,Color,2002,Comedy,French,France,3076425,8000000,341,569,963,678,0,-0.615446875,3.076425,8,Non-English,Non-US,2551,8,Boomletes
Showdown in Little Tokyo ,6,79,Color,1991,Action,English,USA,2275557,8000000,73,112,1000,1000,0,-0.715555375,2.275557,8,English,USA,2185,25,Millenium
Clay Pigeons ,6.6,104,Color,1998,Comedy,English,Germany,1789892,8000000,71,168,1000,261,515,-0.7762635,1.789892,8,English,Non-US,2015,13,Millenium
It's Kind of a Funny Story ,7.2,101,Color,2010,Comedy,English,USA,6350058,8000000,16,472,943,769,20000,-0.20624275,6.350058,8,English,USA,22200,27,Boomletes
Made in Dagenham ,7.2,113,Color,2010,Biography,English,UK,1094798,7200000,13,594,5000,629,0,-0.8479447222222222,1.094798,7.2,English,Non-US,6236,17,Boomletes
When Did You Last See Your Father? ,6.9,92,Color,2007,Biography,English,UK,1071240,8000000,14,291,14000,1000,429,-0.866095,1.07124,8,English,Non-US,15734,35,Boomletes
Prefontaine ,6.8,106,Color,1997,Biography,English,USA,532190,8000000,23,200,1000,273,0,-0.93347625,0.53219,8,English,USA,1496,12,Millenium
The Secret of Kells ,7.7,75,Color,2009,Adventure,English,France,686383,6500000,45,4,61,5,11000,-0.8944026153846154,0.686383,6.5,English,Non-US,11115,20,Boomletes
Begin Again ,7.4,104,Color,2013,Drama,English,USA,16168741,8000000,109,7,480,12,43000,1.021092625,16.168741,8,English,USA,43608,12,Boomletes
Down in the Valley ,6.5,108,Color,2005,Drama,English,USA,568695,8000000,12,710,2000,844,412,-0.928913125,0.568695,8,English,USA,3978,19,Boomletes
Brooklyn Rules ,6.4,99,Color,2007,Crime,English,USA,398420,8000000,30,209,480,257,226,-0.9501975,0.39842,8,English,USA,1202,15,Boomletes
The Singing Detective ,5.6,109,Color,2003,Comedy,English,USA,336456,8000000,200,1000,21000,18000,494,-0.957943,0.336456,8,English,USA,40694,22,Boomletes
Fido ,6.8,93,Black and White,2006,Comedy,English,Canada,298110,8000000,8,33,553,177,0,-0.96273625,0.29811,8,English,Non-US,771,5,Boomletes
The Wendell Baker Story ,5.5,99,Color,2005,Comedy,English,USA,127144,8000000,387,399,8000,489,143,-0.984107,0.127144,8,English,USA,9418,24,Boomletes
Wild Target ,6.9,98,Color,2010,Action,English,UK,117190,8000000,36,405,10000,692,0,-0.98535125,0.11719,8,English,Non-US,11133,12,Boomletes
Pathology ,6,95,Color,2008,Crime,English,USA,108662,8000000,3,448,905,513,3000,-0.98641725,0.108662,8,English,USA,4869,10,Boomletes
10th & Wolf ,6.4,107,Color,2006,Crime,English,USA,53481,8000000,53,463,954,551,294,-0.993314875,0.053481,8,English,USA,2315,12,Boomletes
Dear Wendy ,6.6,102,Color,2004,Comedy,English,Italy,23106,50000000,346,488,947,526,532,-0.99953788,0.023106,50,English,Non-US,2839,11,Boomletes
Aloft ,5.3,97,Color,2014,Drama,English,Spain,52961,8000000,43,47,144,63,675,-0.993379875,0.052961,8,English,Non-US,972,6,Boomletes
Akira ,8.1,124,Color,1988,Action,Japanese,Japan,439162,1100000000,78,4,6,5,0,-0.9996007618181818,0.439162,1100,Non-English,Non-US,93,6,Millenium
Imagine Me & You ,6.9,90,Color,2005,Comedy,English,UK,671240,7900000,21,112,186,119,0,-0.9150329113924051,0.67124,7.9,English,Non-US,438,17,Boomletes
The Blood of Heroes ,6.5,90,Color,1989,Action,English,Australia,882290,10000000,73,26,848,643,999,-0.911771,0.88229,10,English,Non-US,2589,20,Millenium
Driving Miss Daisy ,7.4,99,Color,1989,Comedy,English,USA,106593296,7500000,78,325,11000,509,3000,13.212439466666666,106.593296,7.5,English,USA,14912,19,Millenium
Soul Food ,6.9,115,Color,1997,Comedy,English,USA,43490057,7500000,88,890,1000,1000,508,4.798674266666667,43.490057,7.5,English,USA,3486,10,Millenium
Rumble in the Bronx ,6.7,89,Color,1995,Action,Cantonese,Hong Kong,32333860,7500000,7,36,186,147,0,3.3111813333333333,32.33386,7.5,Non-English,Non-US,376,20,Millenium
Thank You for Smoking ,7.6,92,Color,2005,Comedy,English,USA,24792061,6500000,655,88,24000,829,0,2.8141632307692306,24.792061,6.5,English,USA,25572,22,Boomletes
Hostel: Part II ,5.4,94,Color,2007,Horror,English,USA,17544812,10000000,0,658,1000,683,0,0.7544812,17.544812,10,English,USA,2341,16,Boomletes
An Education ,7.3,100,Color,2009,Drama,English,UK,12574715,4500000,92,221,3000,766,12000,1.7943811111111112,12.574715,4.5,English,Non-US,16079,13,Boomletes
The Hotel New Hampshire ,6,109,Color,1984,Comedy,English,UK,5100000,7500000,62,518,584,552,345,-0.32,5.1,7.5,English,Non-US,2061,24,Millenium
Narc ,7.2,105,Color,2002,Crime,English,USA,10460089,7500000,248,147,673,466,1000,0.39467853333333336,10.460089,7.5,English,USA,2534,5,Boomletes
Men with Brooms ,6,102,Color,2002,Comedy,English,Canada,4239767,7500000,329,280,611,329,0,-0.43469773333333334,4.239767,7.5,English,Non-US,1549,16,Boomletes
Witless Protection ,3.1,97,Color,2008,Comedy,English,USA,4131640,7500000,18,742,834,749,140,-0.44911466666666666,4.13164,7.5,English,USA,2483,19,Boomletes
The Work and the Glory ,6.9,118,Color,2004,Drama,English,USA,3347439,7500000,0,249,373,266,31,-0.5536748,3.347439,7.5,English,USA,919,23,Boomletes
Extract ,6.2,92,Color,2009,Comedy,English,USA,10814185,8000000,406,968,24000,15000,0,0.351773125,10.814185,8,English,USA,40374,8,Boomletes
Alias Betty ,6.9,103,Color,2001,Comedy,French,France,206400,50000000,27,59,71,59,26,-0.995872,0.2064,50,Non-English,Non-US,242,12,Boomletes
Code 46 ,6.3,93,Color,2003,Drama,English,UK,197148,7500000,187,158,631,163,0,-0.9737136,0.197148,7.5,English,Non-US,1139,8,Boomletes
Crash ,7.9,115,Color,2004,Crime,English,Germany,54557348,6500000,549,911,3000,912,18000,7.393438153846154,54.557348,6.5,English,Non-US,23372,6,Boomletes
Albert Nobbs ,6.7,113,Color,2011,Drama,English,UK,3014541,8000000,127,373,3000,415,0,-0.623182375,3.014541,8,English,Non-US,3915,13,Boomletes
Ta Ra Rum Pum ,5.4,153,Color,2007,Comedy,Hindi,USA,872643,6000000,5,60,532,249,108,-0.8545595,0.872643,6,Non-English,USA,954,14,Boomletes
Persepolis ,8,89,Color,2007,Animation,French,France,4443403,7300000,10,106,963,545,14000,-0.3913146575342466,4.443403,7.3,Non-English,Non-US,15624,11,Boomletes
The Neon Demon ,7,118,Color,2016,Horror,English,France,1330827,7000000,0,500,18000,860,0,-0.8098818571428571,1.330827,7,English,Non-US,19360,15,Boomletes
Harry Brown ,7.2,97,Color,2009,Action,English,UK,1818681,7300000,12,641,788,698,0,-0.7508656164383561,1.818681,7.3,English,Non-US,2139,12,Boomletes
Spider-Man 3 ,6.2,156,Color,2007,Action,English,USA,336530303,258000000,0,4000,24000,11000,0,0.30438101937984496,336.530303,258,English,USA,39000,13,Boomletes
The Omega Code ,3.5,100,Color,1999,Action,English,USA,12610552,7500000,0,440,488,488,129,0.6814069333333334,12.610552,7.5,English,USA,1545,15,Millenium
Juno ,7.5,96,Color,2007,Comedy,English,USA,143492840,7500000,655,973,24000,3000,10000,18.132378666666668,143.49284,7.5,English,USA,38628,5,Boomletes
Diamonds Are Forever ,6.7,120,Color,1971,Action,English,UK,43800000,7200000,82,175,244,177,0,5.083333333333333,43.8,7.2,English,Non-US,678,21,Generation X
The Godfather ,9.2,175,Color,1972,Crime,English,USA,134821952,6000000,0,3000,14000,10000,43000,21.470325333333335,134.821952,6,English,USA,70000,14,Generation X
Flashdance ,6.1,95,Color,1983,Drama,English,USA,94900000,4000000,213,92,225,174,0,22.725,94.9,4,English,USA,704,11,Millenium
500 Days of Summer ,7.7,95,Color,2009,Comedy,English,USA,32391374,7500000,464,11000,23000,17000,40000,3.3188498666666666,32.391374,7.5,English,USA,91464,19,Boomletes
The Piano ,7.6,121,Color,1993,Drama,English,New Zealand,40158000,7000000,319,11,1000,18,0,4.736857142857143,40.158,7,English,Non-US,1348,10,Millenium
Magic Mike ,6.1,110,Color,2012,Comedy,English,USA,113709992,7000000,0,11000,17000,15000,54000,15.24428457142857,113.709992,7,English,USA,97000,11,Boomletes
Darkness Falls ,4.9,96,Color,2003,Horror,English,USA,32131483,11000000,474,82,1000,970,2000,1.921043909090909,32.131483,11,English,USA,4526,15,Boomletes
Live and Let Die ,6.8,121,Color,1973,Action,English,UK,35400000,7000000,82,189,581,547,0,4.057142857142857,35.4,7,English,Non-US,1399,17,Generation X
My Dog Skip ,7,95,Color,2000,Drama,English,USA,34099640,5000000,13,430,1000,934,0,5.819928,34.09964,5,English,USA,2377,12,Millenium
Jumping the Broom ,5.7,112,Color,2011,Comedy,English,USA,37295394,6600000,70,826,1000,912,0,4.650817272727273,37.295394,6.6,English,USA,2808,18,Boomletes
The Great Gatsby ,7.3,143,Color,2013,Drama,English,Australia,144812796,105000000,1000,76,29000,509,115000,0.3791694857142857,144.812796,105,English,Non-US,145585,17,Boomletes
"Good Night, and Good Luck. ",7.5,93,Black and White,2005,Biography,English,USA,31501218,7500000,0,566,21000,650,0,3.2001624,31.501218,7.5,English,USA,22216,27,Boomletes
Capote ,7.4,110,Color,2005,Biography,English,Canada,28747570,7000000,152,27,22000,68,0,3.106795714285714,28.74757,7,English,Non-US,22247,7,Boomletes
Desperado ,7.2,104,Color,1995,Action,English,USA,25625110,7000000,0,4000,16000,12000,0,2.66073,25.62511,7,English,USA,32000,10,Millenium
The Claim ,6.5,115,Color,2000,Drama,English,UK,403932,20000000,187,887,14000,900,141,-0.9798034,0.403932,20,English,Non-US,16115,10,Millenium
Logan's Run ,6.8,119,Color,1976,Action,English,USA,25000000,9000000,23,440,1000,659,0,1.7777777777777777,25,9,English,USA,2122,12,Generation X
The Man with the Golden Gun ,6.8,125,Color,1974,Action,English,UK,21000000,13000000,82,244,16000,387,2000,0.6153846153846154,21,13,English,Non-US,18713,28,Generation X
Action Jackson ,5.2,96,Color,1988,Action,English,USA,20257000,7000000,22,794,1000,841,978,1.893857142857143,20.257,7,English,USA,3635,15,Millenium
The Descent ,7.2,100,Color,2005,Adventure,English,UK,26005908,3500000,197,159,513,239,10000,6.4302594285714285,26.005908,3.5,English,Non-US,11108,12,Boomletes
Devil's Due ,4,89,Color,2014,Horror,English,USA,15818967,7000000,14,270,971,479,0,1.2598524285714285,15.818967,7,English,USA,1734,12,Boomletes
Flirting with Disaster ,6.8,92,Color,1996,Comedy,English,USA,14891000,7000000,737,380,718,524,824,1.1272857142857142,14.891,7,English,USA,3183,23,Millenium
The Devil's Rejects ,6.9,109,Color,2005,Crime,English,USA,16901126,7000000,0,597,1000,649,0,1.4144465714285714,16.901126,7,English,USA,2246,20,Boomletes
Dope ,7.3,103,Color,2015,Comedy,English,USA,17474107,7000000,44,190,637,256,23000,1.496301,17.474107,7,English,USA,24127,5,Boomletes
In Too Deep ,6.1,95,Color,1999,Crime,English,USA,14003141,7000000,48,826,1000,865,375,1.0004487142857144,14.003141,7,English,USA,3114,12,Millenium
Skyfall ,7.8,143,Color,2012,Action,English,UK,304360277,200000000,0,393,883,563,80000,0.521801385,304.360277,200,English,Non-US,81839,8,Boomletes
House of 1000 Corpses ,6,105,Black and White,2003,Horror,English,USA,12583510,7000000,0,303,1000,340,0,0.7976442857142857,12.58351,7,English,USA,1643,22,Boomletes
A Serious Man ,7,106,Color,2009,Comedy,English,USA,9190525,7000000,1000,98,816,105,10000,0.3129321428571429,9.190525,7,English,USA,12019,14,Boomletes
Get Low ,7.1,100,Color,2009,Drama,English,USA,9176553,7500000,11,970,13000,3000,0,0.2235404,9.176553,7.5,English,USA,16981,8,Boomletes
Warlock ,6.2,103,Color,1989,Action,English,USA,9094451,7000000,49,304,687,554,0,0.29920728571428573,9.094451,7,English,USA,1594,8,Millenium
Beyond the Lights ,6.9,116,Color,2014,Drama,English,USA,14612840,7000000,107,658,893,664,0,1.0875485714285715,14.61284,7,English,USA,2322,18,Boomletes
A Single Man ,7.6,99,Color,2009,Drama,English,USA,9166863,7000000,192,292,14000,343,16000,0.30955185714285716,9.166863,7,English,USA,30827,13,Boomletes
The Last Temptation of Christ ,7.6,164,Color,1988,Drama,English,USA,8373585,7000000,17000,159,883,618,0,0.19622642857142858,8.373585,7,English,USA,18660,30,Millenium
Outside Providence ,6.4,96,Color,1999,Comedy,English,USA,7292175,7000000,30,407,761,412,0,0.041739285714285715,7.292175,7,English,USA,1610,19,Millenium
Bride & Prejudice ,6.2,122,Color,2004,Comedy,English,UK,6601079,7000000,98,397,729,579,0,-0.05698871428571429,6.601079,7,English,Non-US,1803,18,Boomletes
Rabbit-Proof Fence ,7.5,94,Color,2002,Adventure,Aboriginal,Australia,6165429,6000000,176,46,116,93,0,0.0275715,6.165429,6,Non-English,Non-US,431,19,Boomletes
Who's Your Caddy? ,2,93,Color,2007,Comedy,English,USA,5694308,7000000,70,442,692,585,446,-0.18652742857142857,5.694308,7,English,USA,2235,18,Boomletes
Split Second ,6.2,96,Color,1992,Action,English,UK,5430822,7000000,6,38,206,192,0,-0.2241682857142857,5.430822,7,English,Non-US,442,13,Millenium
The Other Side of Heaven ,6.5,113,Color,2001,Adventure,English,USA,4720371,7000000,7,35,11000,43,650,-0.3256612857142857,4.720371,7,English,USA,11735,25,Boomletes
